,date,tweet_text_clean,tweet_sentiment,attention,sentiment_weighted
15,2021-06-17 09:41:02,Futures SPX 15 DJI 112 NDX 74 RUT 10 VIX 19 91 USDJPY 110 65 EURUSD 1 195 USDCNY 6 43 Oil wti 72 10 Gold 1807 Silver 26 87 Copper 4 29 US10YR 1 56,0.0,1,0.0
16,2021-06-17 05:40:28,2021 usd Gold silver Bitcoin EURUSD Crypto NYSE NASDAQ StockMarket Dollar investing USDCNY Economics spy iwm qqq dia DXY TLT VVIX UVXY dxy vix,0.0,0,0.0
17,2021-06-17 02:34:11,Analisis Harga USD CNH Membalikkan Kenaikan Pasca FOMC Di Bawah DMA 50 USDCNY Teknikal Analisis PolaGrafik Fed SwingTrading,0.0,0,0.0
18,2021-06-17 02:21:50,USD CNH Price Analysis Reverses post FOMC run up below 50 DMA By USDCNY Technical Analysis ChartPatterns Fed SwingTrading,0.0,1,0.0
19,2021-06-17 01:29:01,Kurs Tengah USD CNY 6 4298 Versus Sebelumnya 6 4078 USDCNY Matauang PBOC,0.0,0,0.0
20,2021-06-17 01:23:36,USD CNY fix 6 4298 vs the prior 6 4078 By burland USDCNY Currencies PBOC,0.0,0,0.0
21,2021-06-16 09:23:20,Futures SPX 3 DJI 54 NDX 9 RUT 4 VIX 19 45 USDJPY 109 94 EURUSD 1 213 USDCNY 6 40 Oil wti 72 18 Gold 1862 Silver 27 88 Copper 4 33 US10YR 1 50,0.0,2,0.0
22,2021-06-16 05:15:43,Signals USDCNY,0.0,3,0.0
23,2021-06-16 03:07:00,CNY retail sales data is out amp it can set the tone for the AUD April figures missed expectations amp investors did not expect much for May USDCNY will eye a breakout at 6 4100 Trade CNY pairs scopemarkets retailsales Trading carries risk,0.2,1,0.4
24,2021-06-16 01:26:35,Kurs Tengah USD CNY 6 4078 Versus Sebelumnya 6 4070 USDCNY PBOC,0.0,0,0.0
25,2021-06-16 01:23:34,USD CNY fix 6 4078 vs prior 6 4070 By burland USDCNY PBOC,0.0,0,0.0
26,2021-06-15 09:26:34,Futures SPX 5 DJI 21 NDX 19 RUT 1 VIX 16 47 USDJPY 110 10 EURUSD 1 212 USDCNY 6 40 Oil wti 71 03 Gold 1865 Silver 27 73 Copper 4 35 US10YR 1 48,0.0,1,0.0
27,2021-06-15 07:23:19,2021 trading strategy usd Gold silver Bitcoin EURUSD Crypto NYSE NASDAQ StockMarket Dollar investing USDCNY Economics spy iwm qqq dia DXY TLT VVIX UVXY dxy vix,0.0,0,0.0
28,2021-06-15 07:15:24,AUD CNY Peluang Untuk Kembali Ke Area 5 04 08 Westpac Australia Tiongkok Matauang USDCNY Bank,0.0,0,0.0
29,2021-06-15 07:09:16,AUD CNY The case for a return to the 5 04 08 area Westpac Australia China Currencies USDCNY Banks,0.0,2,0.0
30,2021-06-15 05:39:56,El yuan enfrentar una depreciaci n m s fuerte en el segundo semestre de 2021 China Press USDCNY Divisas,0.0,0,0.0
31,2021-06-15 02:39:02,Yuan Menghadapi Depresiasi Yang Lebih Kuat Di Semester 2 2021 China Press USDCNY Matauang,0.0,0,0.0
32,2021-06-15 02:32:07,Yuan faces stronger depreciation in H2 2021 China Press USDCNY Currencies,0.0,1,0.0
33,2021-06-15 01:47:40,PBOC Menerbitkan CNY200 Miliar Melalui MLF Satu Tahun Pada 2 95 PBOC BankSentral Likuiditas USDCNY AUDUSD,0.0,0,0.0
34,2021-06-15 01:37:16,PBOC issues CNY200 billion via one year MLF at 2 95 PBOC CentralBanks Liquidity USDCNY AUDUSD,0.0,0,0.0
35,2021-06-15 01:26:49,Kurs Tengah USD CNY 6 4070 Versus Sebelumnya 6 3856 USDCNY PBOC,0.0,0,0.0
36,2021-06-15 01:24:12,USD CNY fix 6 4070 vs prior 6 3856 By burland USDCNY PBOC,0.0,0,0.0
37,2021-06-14 19:00:00,21 06 14 NY USD USDCNY KRW 2 1140,0.0,4,0.0
38,2021-06-14 13:54:15,The FOMC may address tapering directly or indirectly Fed USDCNY Politics Europe Positioning,0.1,0,0.1
39,2021-06-14 10:49:44,correction USDCNY,0.0,0,0.0
40,2021-06-14 09:13:57,Futures SPX 4 DJI 22 NDX 36 RUT 1 VIX 16 15 USDJPY 109 63 EURUSD 1 211 USDCNY 6 40 Oil wti 71 60 Gold 1859 Silver 27 84 Copper 4 51 US10YR 1 46,0.0,1,0.0
41,2021-06-14 07:14:32,Wen LUMBERghini usd Gold silver Bitcoin EURUSD Crypto NYSE NASDAQ StockMarket Dollar investing USDCNY Economics spy iwm qqq dia DXY TLT VVIX UVXY dxy vix,0.0,0,0.0
42,2021-06-11 21:41:59,BAP is at support Join our Free Discord Tickers I m bullish on RYCEY YRD QIWI TRIB WB TAL EDU BTI BA PCG BABA TEVA BLV SCHQ UUP EUO CROC USDAUD USDCNY Stocks Bonds Investing StockMarket USD,0.4,3,1.6
43,2021-06-11 21:35:26,Tickers I m bullish on RYCEY YRD BAP QIWI TRIB WB TAL EDU BTI BA PCG BABA TEVA BLV SCHQ UUP EUO CROC USDAUD USDCNY Stocks Bonds Investing StockMarket USD,0.0,2,0.0
44,2021-06-11 13:20:51,Married to the game Join our community Discord Tickers I m bullish on RYCEY YRD BAP TRIB WB TAL EDU BTI BA PCG BABA TEVA BLV SCHQ UUP EUO CROC USDAUD USDCNY Stocks Bonds Investing StockMarket USD,-0.07500000000000001,3,-0.30000000000000004
45,2021-06-11 09:10:03,Futures SPX 3 DJI 43 NDX 6 RUT 5 VIX 16 85 USDJPY 109 54 EURUSD 1 216 USDCNY 6 39 Oil wti 70 47 Gold 1899 Silver 28 31 Copper 4 57 US10YR 1 43,0.0,1,0.0
46,2021-06-11 04:24:11,Balita sa Forex ng WikiFX Pag ayos sa USDCNY Hunyo 11 2021,0.0,0,0.0
47,2021-06-11 01:22:30,Kurs Tengah USD CNY 6 3856 Versus Sebelumnya 6 3972 USDCNY Matauang,0.0,0,0.0
48,2021-06-11 01:20:15,USD CNY fix 6 3856 vs the previous fix of 6 3972 By burland USDCNY Currencies,-0.16666666666666666,0,-0.16666666666666666
49,2021-06-11 01:15:39,PBoC Fixes USDCNY Reference Rate At 6 3856 prev fix 6 3972 prev close 6 3928,0.0,8,0.0
50,2021-06-10 16:57:03,USDCNY China Great Wall Asset Management Executive Faces Prove Over Corruption,0.8,0,0.8
51,2021-06-10 08:52:25,Futures SPX 1 DJI 23 NDX 30 RUT 1 VIX 18 40 USDJPY 109 48 EURUSD 1 217 USDCNY 6 39 Oil wti 69 89 Gold 1882 Silver 27 77 Copper 4 45 US10YR 1 50,0.0,2,0.0
52,2021-06-10 08:40:43,China will continue to improve the market based managed floating FX system based on a basket of currencies and keep CNY stable at a reasonable and balanced level said YiGang governor of PBOC USDCNY exchangerate ECB Fed,0.2,0,0.2
53,2021-06-10 08:00:58,CNY New Loans Actual 1 500 0B vs 1 410 0B expected A bit Stronger afterNewsEvent forex fx futures SHCOMP USDCNY EURCNY GBPCNY Open in BetterTrader app,0.009090909090909087,0,0.009090909090909087
54,2021-06-10 07:39:50,in uluslararas yapt r mlarla m cadele yasas n onaylad xauusd usdcny,0.0,2,0.0
55,2021-06-10 07:02:47,PBoC Fixes USDCNY Reference Rate At 6 3972 prev fix 6 3956 prev close 6 3865,0.0,0,0.0
56,2021-06-10 04:20:33,Pan PBoC Fluktuasi Dua Arah Yuan Akan Menjadi Normal Baru PBOC BankSentral USDCNY,0.15,0,0.15
57,2021-06-10 04:07:50,PBOC s Pan Two way fluctuation of the yuan will become a new normal PBOC CentralBanks USDCNY,0.1431818181818182,0,0.1431818181818182
58,2021-06-10 03:13:23,Recently when Chinese Yuan USDCNY broke below 6 40 levels which was a majore support it pulled the other Asian currencies down along with it including INR Hence tracking some of the EM ccys can give a cue,-0.05611111111111111,6,-0.3927777777777778
59,2021-06-10 02:56:19,Yi PBoC Ekonomi Tiongkok Masih Berfungsi Dalam Kisaran Yang Wajar PBOC USDCNY PDB BankSentral,0.0,0,0.0
60,2021-06-10 02:53:13,PBOC s Yi China s economy is still functioning in a reasonable range PBOC USDCNY GDP CentralBanks,0.2,2,0.6000000000000001
61,2021-06-10 02:42:35,Yi PBOC Melihat Inflasi Konsumen Tiongkok 2021 Di Bawah 2 PBOC BankSentral USDCNY,0.0,0,0.0
62,2021-06-10 02:27:52,PBOC s Yi sees China s 2021 consumer inflation below 2 PBOC CentralBanks USDCNY,0.0,2,0.0
63,2021-06-10 02:06:17,Analisis Harga USD CNH Turun Di Bawah 200 HMA Untuk Menyegarkan Terendah Mingguan USDCNY Teknikal Analisis PasanganSilang PolaGrafik SupportResistance,0.0,0,0.0
64,2021-06-10 01:50:41,US global treasury yields slump Dollar little changed USDCNY Majors Macroeconomics Equities,-0.09375,0,-0.09375
65,2021-06-10 01:44:32,China and the U S Agree to Push Forward Trade Investment Ties USDCNY SHCOMP CSI300,0.0,0,0.0
66,2021-06-10 01:44:32,China and the U S Agree to Push Forward Trade Investment Ties USDCNY SHCOMP CSI300,0.0,0,0.0
67,2021-06-10 01:41:36,USD CNH Price Analysis Drops below 200 HMA to refresh weekly low By USDCNY Technical Analysis Crosses ChartPatterns SupportResistance,0.0,0,0.0
68,2021-06-10 01:21:35,Kurs Tengah USD CNY 6 3972 Versus Sebelumnya 6 3956 USDCNY PBOC,0.0,0,0.0
69,2021-06-10 01:17:19,USD CNY fix 6 3956 vs prior 6 3956 By burland USDCNY PBOC,0.0,0,0.0
70,2021-06-10 01:15:39,PBoC Fixes USDCNY Reference Rate At 6 3972 prev fix 6 3956 prev close 6 3865,0.0,8,0.0
71,2021-06-09 23:23:20,Por qu hay que mirar a CHINA gr fico USDCNY,0.0,1,0.0
72,2021-06-09 20:44:34,I have been following USDCNY in real time on Webull,0.1,0,0.1
73,2021-06-09 16:57:03,CSI300 USDCNY China s Producer Price Index up by 9 in May as Commodity Prices Increase,0.0,0,0.0
74,2021-06-09 15:19:42,EURCNY USDCNY going up EURCNY going down SlopeCharts,-0.15555555555555559,0,-0.15555555555555559
75,2021-06-09 14:23:07,can t be competitive w if the latter is allowed to print out to Attract Capital cheating w the currency 170 USDCNY Subsidies either to start projects or make investors whole if they fail Govt funding prints out loss relief to investors prior bond retired at 100,-0.075,0,-0.075
76,2021-06-09 12:55:38,USD CNY 6 35 6 30 USDCNY,0.0,0,0.0
77,2021-06-09 10:52:38,USD CNY Akan Lanjutkan Penurunannya Menuju 6 35 Lalu 6 30 Mizuho USDCNY Tiongkok Bank,0.0,0,0.0
78,2021-06-09 10:32:02,USD CNY to extend its decline towards 6 35 then 6 30 Mizuho USDCNY China Banks,0.0,2,0.0
79,2021-06-09 09:48:16,China s inflation rose in May Meanwhile the USDCNY continues to fall which entails interesting trading opportunities forex forexsignals forexmarket tradingpsychology,0.55,3,2.2
80,2021-06-09 08:53:08,Futures SPX 4 DJI 12 NDX 21 RUT 6 VIX 17 85 USDJPY 109 48 EURUSD 1 219 USDCNY 6 39 Oil wti 70 50 Gold 1891 Silver 27 65 Copper 4 51 US10YR 1 52,0.0,1,0.0
81,2021-06-09 06:37:47,China s inflation below forecast and PPI better than expected pushing down USDCNY BigBossOfficialBlog forextrading forexsignals,0.08148148148148147,0,0.08148148148148147
82,2021-06-09 06:19:58,USDCNY BigBoss BIgBoss fx,0.0,0,0.0
83,2021-06-09 03:09:41,The other 2 ways to accumulate Forex reserves are Capital inflows like but it cheats to attract Capital like all Communists E g it gave GS s TSLA an exchange rate of 170 USDCNY instead of the official rate 6 4 so that it can manufacture cheap Swiss watches etc Debt,0.1375,0,0.1375
84,2021-06-09 03:02:37,USD CNH Turun Kembali Di Bawah 6 40 Di Tengah Kebimbangan Di Pasar Dan Katalis Campuran Tiongkok USDCNY IHK Matauang SeleraRisiko BankSentral,0.0,0,0.0
85,2021-06-09 02:21:05,USD CNH drops back below 6 40 amid indecisive markets China s mixed catalysts By USDCNY CPI Currencies RiskAppetite CentralBanks,0.0,1,0.0
86,2021-06-09 02:05:22,I feel bad for all 2021 new market participants Please be cautious y all coz 21 22 could be the moms of all Macros usd Gold silver Bitcoin EURUSD Crypto NYSE NASDAQ StockMarket Dollar investing USDCNY Economics spy iwm qqq dia DXY TLT VVIX UVXY dxy vix,-0.28181818181818175,0,-0.28181818181818175
87,2021-06-09 01:42:37,Ice Ice Baby usd Gold silver Bitcoin EURUSD Crypto NYSE NASDAQ StockMarket Dollar investing USDCNY Economics spy iwm qqq dia DXY TLT VVIX UVXY dxy vix,0.0,0,0.0
88,2021-06-09 01:31:02,CNY CPI YoY Actual 1 3 vs 1 6 expected Much Weaker afterNewsEvent forex fx futures SHCOMP USDCNY EURCNY GBPCNY Open in BetterTrader app,0.025,0,0.025
89,2021-06-09 01:25:02,CNY CPI YoY in 5 minutes Expected value 1 6 beforeNewsEvent forex fx futures SHCOMP USDCNY EURCNY GBPCNY Open in BetterTrader app,-0.05,0,-0.05
90,2021-06-09 01:20:13,Kurs Tengah USD CNY 6 3956 Versus Sebelumnya 6 3909 USDCNY PBOC Matauang,0.0,0,0.0
91,2021-06-09 01:18:44,A deflationary rape in a stagflationary soap opera usd Gold silver Bitcoin EURUSD Crypto NYSE NASDAQ StockMarket Dollar investing USDCNY Economics spy iwm qqq dia DXY TLT VVIX UVXY dxy vix,0.0,1,0.0
92,2021-06-09 01:16:47,USD CNY fix 6 3956 vs the previous fix of 6 3909 By burland USDCNY PBOC Currencies,-0.16666666666666666,2,-0.5
93,2021-06-09 01:15:41,PBoC Fixes USDCNY Reference Rate At 6 3956 prev fix 6 3909 prev close 6 4010,0.0,6,0.0
94,2021-06-08 21:56:42,Into FOMC next week you have Brainard turning less patient PBoC pushing back against weak USDCNY crypto leaking Fed selling ETFs and the market short dollars A gentle dollar squeeze into June 16 FOMC makes sense once Bank of Canada and CPI are out of the way Not inv adv,-0.056944444444444436,43,-2.505555555555555
95,2021-06-08 13:57:15,Hive No more fears regarding USDCNY at least at current levels Even higher commodity prices might be hard to accept there alike I still see some downside risks for China proxy trades,-0.11833333333333336,1,-0.23666666666666672
96,2021-06-08 10:35:23,2018 3 22 usdcny,0.0,0,0.0
97,2021-06-08 10:05:37,Dolar zay flay nca Yuan a talep artt in in d viz rezervleri zirveyi g rd Yuan May s ay n 2018 den bu yana en y ksek seviyesinde kapatt in in d viz rezervleri ise toplam 3 22 trilyon dolara y kseldi usdcny yuan dolar,0.0,4,0.0
98,2021-06-08 09:08:09,Futures SPX 4 DJI 26 NDX 36 RUT 5 VIX 17 63 USDJPY 109 48 EURUSD 1 217 USDCNY 6 40 Oil wti 68 77 Gold 1896 Silver 27 79 Copper 4 52 US10YR 1 56,0.0,1,0.0
99,2021-06-08 07:34:47,USD CNY Akan Melihat Lebih Banyak Pergerakan Dua Arah Bukan Tren Turun HSBC USDCNY Tiongkok Bank,0.0,0,0.0
100,2021-06-08 07:31:35,USD CNY to see more two way movement not a downtrend HSBC USDCNY China Banks,0.5,2,1.5
101,2021-06-08 05:13:22,China s FX reserves rose to USD 3 22T in May up by USD 23 62B from last month a new in 5 years RMB Investment economy USDCNY,0.24545454545454545,0,0.24545454545454545
102,2021-06-08 01:42:51,Kurs Tengah USD CNY 6 3909 Versus Sebelumnya 6 3963 USDCNY Matauang,0.0,0,0.0
103,2021-06-08 01:23:07,USD CNY fix 6 3909 vs the previous fix 6 3963 By burland USDCNY Currencies,-0.16666666666666666,2,-0.5
104,2021-06-08 01:15:41,PBoC Fixes USDCNY Reference Rate At 6 3909 prev fix 6 3963 prev close 6 3964,0.0,3,0.0
105,2021-06-07 21:29:50,USDCNY Carry and Spread Z Scores,0.0,1,0.0
106,2021-06-07 13:48:31,MOEDAS Quantidade de d lares depositados na China cresceu tanto que bancos do pa s est o tendo dificuldades de emprest los Leia mais em d lar usd yuan iuan usdcny moedas forex c mbio,0.0,0,0.0
107,2021-06-07 12:25:04,USDCNY CSI300 China s Exports Jump 28 on Global Demand Amid Decline from April Record,0.0,0,0.0
108,2021-06-07 11:30:05,El equipo de analistas de Monex espera que junio sea un mes crucial para algunos pares principales como GBPUSD EURUSD USDCNY y otros de mercados emergentes como el USDZAR Nuestras previsiones de divisas en junio 2021,0.0,3,0.0
109,2021-06-07 10:01:03,USD CNY Rally Yuan Yang Berlangsung Selama Setahun Mungkin Telah Berakhir DBS Bank USDCNY Tiongkok Bank,0.0,0,0.0
110,2021-06-07 09:43:19,USD CNY Year long yuan rally may have run its course DBS Bank USDCNY China Banks,-0.05,4,-0.25
111,2021-06-07 09:18:35,USD CNH 6 20 CIBC USDCNY,0.0,0,0.0
112,2021-06-07 09:11:46,Futures SPX 8 DJI 7 NDX 55 RUT 8 VIX 18 30 USDJPY 109 39 EURUSD 1 216 USDCNY 6 40 Oil wti 69 17 Gold 1888 Silver 27 71 Copper 4 50 US10YR 1 58,0.0,1,0.0
113,2021-06-07 07:35:23,USD CNH Diperkirakan Turun Dengan Substansial Menuju 6 20 Pada Akhir Kuartal Keempat CIBC USDCNY Bank Tiongkok,0.0,0,0.0
114,2021-06-07 07:28:32,USD CNH to drop substantially towards 6 20 by end Q4 CIBC USDCNY Banks China,0.0,3,0.0
115,2021-06-07 03:37:08,Analisis Harga USD CNH Melawan Support Sebelumnya Di Sekitar 6 40 Pada Data Tiongkok USDCNY Teknikal Analisis Tiongkok PerdaganganAsing SwingTrading,0.0,0,0.0
116,2021-06-07 03:31:31,USD CNH Price Analysis Battles previous support around 6 40 on China data By USDCNY Technical Analysis China ForeignTrade SwingTrading,-0.08333333333333333,5,-0.5
117,2021-06-07 02:02:57,PBoC Fixes USDCNY Reference Rate At 6 3963 prev fix 6 4072 prev close 6 3950,0.0,0,0.0
118,2021-06-07 01:40:28,LiveSquawk PBoC Fixes USDCNY Reference Rate At 6 3963 prev fix 6 4072 prev close 6 3950,0.0,0,0.0
119,2021-06-07 01:30:58,Kurs Tengah USD CNY 6 3963 Versus Sebelumnya 6 4072 USDCNY Matauang PBOC,0.0,0,0.0
120,2021-06-07 01:21:58,USDCNY fix 6 3963 vs prev fix 6 4072 By burland USDCNY Currencies PBOC,0.0,4,0.0
121,2021-06-07 01:15:54,PBoC Fixes USDCNY Reference Rate At 6 3963 prev fix 6 4072 prev close 6 3950,0.0,8,0.0
122,2021-06-06 23:33:56,Quick Preview China Balance of Trade 1pm Supported by robust export growth the consensus is for a 32 yr on exports 54 yr on imports for a surplus of 51bn USDCNY CHINA50,0.3333333333333333,0,0.3333333333333333
123,2021-06-06 23:33:56,Quick Preview China Balance of Trade 1pm Supported by robust export growth the consensus is for a 32 yr on exports 54 yr on imports for a surplus of 51bn USDCNY CHINA50,0.3333333333333333,0,0.3333333333333333
124,2021-06-04 15:32:55,YRD Long term up side Join our free community Discord Tickers I m bullish on RYCEY TRIB WB TAL EDU BTI BA PCG BABA TEVA BLV SCHQ UUP EUO CROC USDAUD USDCNY Stocks Bonds Investing StockMarket USD,0.17500000000000002,1,0.35000000000000003
125,2021-06-04 15:28:34,Someone didn t like yesterday s USDCNY action,0.1,6,0.7000000000000001
126,2021-06-04 15:27:23,PCG 7x long potential Join our free community Discord Tickers I m bullish on WB RYCEY TRIB YRD TAL EDU BTI BA BABA TEVA BLV SCHQ UUP EUO CROC USDAUD USDCNY Stocks Bonds Investing StockMarket USD,0.11666666666666668,2,0.35000000000000003
127,2021-06-04 15:26:11,WB About to bounce Join our free community Discord Tickers I m bullish on RYCEY TRIB YRD TAL EDU BTI BA PCG BABA TEVA BLV SCHQ UUP EUO CROC USDAUD USDCNY Stocks Bonds Investing StockMarket USD,0.4,1,0.8
128,2021-06-04 10:06:50,ICYMI China is likely to lean on incremental steps to slow the yuan s to deter speculators amp help exporters shunning drastic measures that could undermine its goal to liberalise the CNY amp boost the yuan s global clout RTRS Sources USDCNY USDCNH,-0.10000000000000002,3,-0.4000000000000001
129,2021-06-04 09:16:49,This is USDCNY The yuan is not weak it is strong This chart shows the dollar is weak against the yuan It s important,0.16145833333333334,0,0.16145833333333334
130,2021-06-04 09:00:10,Futures SPX 1 DJI 33 NDX 3 RUT 1 VIX 19 35 USDJPY 110 16 EURUSD 1 211 USDCNY 6 41 Oil wti 69 15 Gold 1873 Silver 27 50 Copper 4 47 US10YR 1 63,0.0,1,0.0
131,2021-06-04 07:40:06,USD CNY Akan Bernavigasi Di Bawah 6 40 Hingga Semester Kedua Tahun Ini TDS USDCNY Bank,0.0,0,0.0
132,2021-06-04 07:38:45,In 2014 usdcny was 5 6 lower than it is today How does that fit your thesis,0.4,0,0.4
133,2021-06-04 07:31:10,USDCNY rocket ship upwards post CCP disco 100th party yeah bro Party like it s Maotse 99 Or not,0.0,2,0.0
134,2021-06-04 07:25:53,USD CNY Akan Menukik Menuju Level 6 20 Pada Akhir Tahun NBF USDCNY Tiongkok Bank,0.0,0,0.0
135,2021-06-04 06:55:11,USDINR time to rise anytime now Paying respect to RBI policy for now Crude gt 71 50 time for houtis to attack Aramco Clashes in middle East To take it to 80 DXY inching towards 91 USDCNY 6 40 Rupee forward premiums have crashed bigtime,-0.35,26,-9.45
136,2021-06-04 06:52:01,USD CNY to navigate below 6 40 through the second half of the year TDS USDCNY Banks,-0.08333333333333333,1,-0.16666666666666666
137,2021-06-04 06:40:01,USD CNY to nosedive towards the 6 20 level by year end NBF USDCNY China Banks,0.0,4,0.0
138,2021-06-04 05:53:55,USD CNY 6 4072 6 3811 USDCNY PBOC,0.0,0,0.0
139,2021-06-04 05:27:14,1 3 EURUSD USDCNY,0.0,6,0.0
140,2021-06-04 04:01:05,Juru Bicara NPC Tiongkok Pemerintah Mengusulkan Pengurangan Yang Sesuai Untuk Bea Materai Tiongkok PerdaganganBerita SeleraRisiko USDCNY,0.0,0,0.0
141,2021-06-04 03:57:39,China NPC Spokesperson Government proposes appropriate reduction to stamp duty By China NewsTrading RiskAppetite USDCNY,0.5,3,2.0
142,2021-06-04 03:42:30,Analisis Harga USD CNH Pembeli Menyerang Garis Resistensi Bulanan Di Sekitar 6 4000 USDCNY Teknikal Analisis PolaGrafik PasanganSilang TrendFollowing,0.0,0,0.0
143,2021-06-04 03:30:08,USD CNH Price Analysis Bulls attack monthly resistance line around 6 4000 By USDCNY Technical Analysis ChartPatterns Crosses TrendFollowing,0.0,1,0.0
144,2021-06-04 01:34:51,Penetapan USD CNY 6 4072 vs 6 3811 Sebelumnya USDCNY Matauang PBOC,0.0,0,0.0
145,2021-06-04 01:24:35,USD CNY fix 6 4072 vs previous 6 3811 By burland USDCNY Currencies PBOC,-0.16666666666666666,1,-0.3333333333333333
146,2021-06-03 22:51:24,Chinas core strengths to lift economy Some quotes from our APAC Analyst Sycamore in this article in the Hellenic Shipping news on the RMB CNY USDCNY COMMODITIES FX FOREX,0.0,0,0.0
147,2021-06-03 22:51:24,Chinas core strengths to lift economy Some quotes from our APAC Analyst Sycamore in this article in the Hellenic Shipping news on the RMB CNY USDCNY COMMODITIES FX FOREX,0.0,2,0.0
148,2021-06-03 22:12:11,USDCNY DXY SPY QQQ Touched Fibo supportive fan line Dollar go up means market go down,0.17222222222222222,1,0.34444444444444444
149,2021-06-03 21:33:26,USDCNY,0.0,0,0.0
150,2021-06-03 18:59:54,USDCNY This looks promising,0.2,11,2.4000000000000004
151,2021-06-03 16:53:32,China USDCNY Target Revision gt PboC s latest effort to slow CNY appreciation is more like a signaling effect rather than blocking move to reverse the trend Therefore revising YE USDCNY target to 6 20 from 6 30 and 6 18 target for 1Q2022,0.2333333333333333,1,0.4666666666666666
152,2021-06-03 16:05:00,DXY move will soon infect Bitcoin bounce to 38k amp take it closer to 30k agn Gold XAUUSD 1825 35 until DXY 92 Copper Silver fall of 3 4 USDJPY 110 USDCNY gt 6 40 amp USD10Y gt 1 60 suggests this DXY move has more legs to cross 92 it s a 200dma USDINR 74 coming,0.25,9,2.5
153,2021-06-03 14:37:03,things USDCNY 6 4025 0 35 USDXAG 3 6 both USDCAD 0 6 Red herring for broad Dollar reversal Unintentedconcequences,0.03125,2,0.09375
154,2021-06-03 09:09:43,Futures SPX 5 DJI 45 NDX 11 RUT 2 VIX 19 10 USDJPY 109 76 EURUSD 1 219 USDCNY 6 39 Oil wti 68 96 Gold 1896 Silver 27 94 Copper 4 60 US10YR 1 60,0.0,3,0.0
155,2021-06-03 07:37:08,SCMP article amp US Tsy report refer to possible USD purchase through State Banks Channel 3 E amp O in BoP From market observation does not appear China engaged in any other form of FX intervention recently USDCNY Fixing error mkt estimate vs actual not significant 3 4,-0.0625,3,-0.25
156,2021-06-03 04:42:19,DEAL Post YELLEN LU HEI tacit agree weaker USDCNY in mutual interest new lows USDCNY as China banks sell hoard US gets mkt set Fx China gets strong CNY underpinning DCEP amp consumption If fx,0.2848484848484848,2,0.8545454545454544
157,2021-06-03 02:06:55,Kurs Tengah USD CNY 6 3811 Versus Sebelumnya 6 3773 USDCNY PBOC Matauang,0.0,0,0.0
158,2021-06-03 01:56:32,USD CNY fix 6 3811 vs previous 6 3773 By burland USDCNY PBOC Currencies,-0.16666666666666666,0,-0.16666666666666666
159,2021-06-03 00:50:51,The Fed will never raise rates The Fed will never taper So long as USDCNY does not crash TaiwanIsACountry,-0.05,0,-0.05
